dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
301 ev 11:57:35.762557 11:57:35 762557 13 36.6 20482708 73.1 2 1 1 500
302 ev 11:57:35.762761 11:57:35 762761 15 36.6 33399362 75.2 410 410 2 4
303 ev 11:57:35.762764 11:57:35 762764 8 37.3 17441613 72.4 2 2 1 500
304 ev 11:57:35.762867 11:57:35 762867 14 36.2 18142606 72.6 1 1 1 1000
305 ev 11:57:35.763308 11:57:35 763308 10 38.0 37114124 75.7 441 2 2 4
306 ev 11:57:35.763362 11:57:35 763362 6 36.2 37186460 75.7 420 1 2 4
307 ev 11:57:35.763370 11:57:35 763370 3 38.7 67256600 78.3 1164 3 5 4
308 ev 11:57:35.763510 11:57:35 763510 9 36.9 13117378 71.2 1 1 1 1000
309 ev 11:57:35.763734 11:57:35 763734 8 36.9 19835149 73.0 1 2 1 1000
310 ev 11:57:35.764343 11:57:35 764343 14 36.2 12750272 71.1 1 1 1 1000
311 ev 11:57:35.764833 11:57:35 764833 10 36.9 38994760 75.9 709 468 4 5
312 ev 11:57:35.764913 11:57:35 764913 8 36.9 27378652 74.4 469 2 2 4
313 ev 11:57:35.765593 11:57:35 765593 3 36.2 15416400 71.9 1 1 1 1000
314 le 12:00:51.167450 12:00:51 167450 6 59.0 177502708 82.5 15 5 5 333
315 ht 12:00:51.167451 12:00:51 167451 10 44.8 9332993 69.7 6 2 2 333
316 ht 12:00:51.167451 12:00:51 167451 12 46.0 9418524 69.7 7 2 2 285
317 ht 12:00:51.167451 12:00:51 167451 9 44.4 6877228 68.4 6 1 2 333
318 ev 12:00:51.167451 12:00:51 167451 2 46.0 9264682 69.7 6 2 2 333
319 ev 12:00:51.167451 12:00:51 167451 11 45.8 8817660 69.5 6 1 2 333
320 ev 12:00:51.167451 12:00:51 167451 8 44.7 8059304 69.1 7 2 2 285
321 ev 12:00:51.167452 12:00:51 167452 3 45.0 9429566 69.7 6 1 2 333
322 ev 12:00:51.167452 12:00:51 167452 15 43.9 6448641 68.1 6 1 2 333
323 ev 12:00:51.167452 12:00:51 167452 14 43.9 6787393 68.3 6 2 2 333
324 ev 12:00:51.167452 12:00:51 167452 4 45.1 8577726 69.3 6 1 2 333
325 ev 12:00:51.167452 12:00:51 167452 1 43.7 7821616 68.9 6 1 2 333
326 ev 12:00:51.167452 12:00:51 167452 13 48.2 14811512 71.7 6 5 3 500
327 ev 12:00:51.167452 12:00:51 167452 7 42.4 5532046 67.4 6 1 2 333
328 le 12:01:00.877574 12:01:00 877574 6 44.8 37739880 75.8 60 2 8 133
329 ht 12:01:00.877686 12:01:00 877686 7 42.2 9120759 69.6 38 1 2 52
330 ht 12:01:00.877731 12:01:00 877731 10 37.7 4195379 66.2 1 2 1 1000
331 ht 12:01:00.877786 12:01:00 877786 11 37.3 5657534 67.5 1 1 1 1000
332 ev 12:01:00.877808 12:01:00 877808 3 37.3 5194697 67.2 1 1 1 1000
333 ev 12:01:00.877810 12:01:00 877810 15 42.4 17696332 72.5 45 8 3 66
334 ev 12:01:00.877899 12:01:00 877899 1 39.0 15219793 71.8 12 1 2 166
335 ev 12:01:00.877924 12:01:00 877924 13 42.8 28603026 74.6 60 8 7 116
336 ev 12:01:00.877925 12:01:00 877925 8 39.0 27544098 74.4 463 134 7 15
337 ev 12:01:00.877995 12:01:00 877995 4 39.5 26359308 74.2 262 187 8 30
338 ev 12:01:00.878235 12:01:00 878235 9 37.3 6696810 68.3 1 1 1 1000
339 ev 12:01:00.878467 12:01:00 878467 15 36.2 8649220 69.4 1 1 1 1000
340 ev 12:01:00.878835 12:01:00 878835 14 40.6 16558893 72.2 37 2 5 135
341 ev 12:01:00.879239 12:01:00 879239 15 36.9 7264266 68.6 1 1 1 1000
342 le 12:01:01.622270 12:01:01 622270 6 91.3 1291096016501 121.1 32000 37 2010 62
343 ht 12:01:01.622344 12:01:01 622344 7 84.3 902656598595 119.6 32000 69 2261 70
344 ht 12:01:01.622374 12:01:01 622374 10 75.8 666480247584 118.2 32000 102 2206 68
345 ht 12:01:01.622374 12:01:01 622374 2 79.5 731630043611 118.6 32000 813 2373 74
346 ev 12:01:01.622403 12:01:01 622403 3 79.3 695869831581 118.4 32000 114 2050 64
347 ev 12:01:01.622408 12:01:01 622408 11 80.9 736481444757 118.7 32000 121 2164 67
348 ev 12:01:01.622418 12:01:01 622418 15 83.2 1016449666103 120.1 32000 119 2346 73
349 ev 12:01:01.622461 12:01:01 622461 1 80.5 1006435325524 120.0 32000 166 2120 66
350 ev 12:01:01.622465 12:01:01 622465 9 78.9 669125612816 118.3 32000 514 2215 69
351 ev 12:01:01.622476 12:01:01 622476 13 86.7 1052220798676 120.2 32000 162 2304 72
352 ev 12:01:01.622480 12:01:01 622480 14 83.3 793579959658 119.0 32000 1058 2215 69
353 ev 12:01:01.622485 12:01:01 622485 8 83.6 1282513533225 121.1 32000 638 2399 74
354 ev 12:01:01.622520 12:01:01 622520 4 86.0 1187497370632 120.7 32000 373 2338 73
355 ev 12:01:01.622524 12:01:01 622524 12 78.3 729031228058 118.6 32000 201 2239 69
356 le 12:01:01.654317 12:01:01 654317 6 46.0 1116439931 90.5 7896 274 140 17
357 ht 12:01:01.654412 12:01:01 654412 2 41.5 449032599 86.5 3644 748 61 16
358 ht 12:01:01.654422 12:01:01 654422 10 44.0 908462640 89.6 6802 1725 122 17
359 ht 12:01:01.654429 12:01:01 654429 7 44.4 794557729 89.0 6823 2386 101 14
360 ev 12:01:01.654436 12:01:01 654436 3 42.8 1222001435 90.9 9435 342 161 17
361 ev 12:01:01.654451 12:01:01 654451 15 43.9 848708181 89.3 6833 3413 126 18
362 ev 12:01:01.654451 12:01:01 654451 11 46.0 1300527904 91.1 9623 104 167 17
363 ev 12:01:01.654512 12:01:01 654512 1 44.0 1142404434 90.6 8501 463 165 19
364 ev 12:01:01.654512 12:01:01 654512 14 44.0 845263297 89.3 7016 3 109 15
365 ev 12:01:01.654519 12:01:01 654519 8 42.8 1012006322 90.1 8994 105 148 16
366 ev 12:01:01.654521 12:01:01 654521 13 44.0 771437808 88.9 4950 117 104 21
367 ev 12:01:01.654558 12:01:01 654558 9 43.5 928682581 89.7 7986 1541 131 16
368 ev 12:01:01.654586 12:01:01 654586 4 42.6 733421499 88.7 6325 261 108 17
369 ev 12:01:01.654642 12:01:01 654642 12 43.7 832854304 89.2 8203 680 113 13
370 ev 12:01:01.658619 12:01:01 658619 2 40.3 133203765 81.2 1619 1300 11 6
371 ev 12:01:01.660306 12:01:01 660306 13 39.0 108517443 80.4 1248 293 11 8
372 ev 12:01:01.661751 12:01:01 661751 2 36.2 18725409 72.7 1 1 1 1000
373 ev 12:01:01.661794 12:01:01 661794 10 36.9 51620198 77.1 540 367 4 7
374 ev 12:01:01.661914 12:01:01 661914 7 38.3 61361659 77.9 640 2 7 10
375 ev 12:01:01.661994 12:01:01 661994 15 37.7 118506979 80.7 1935 643 8 4
376 ev 12:01:01.662168 12:01:01 662168 13 38.3 44224923 76.5 353 1 2 5
377 ev 12:01:01.662369 12:01:01 662369 2 36.9 29056411 74.6 184 83 3 16
378 ev 12:01:01.662415 12:01:01 662415 14 39.5 33870433 75.3 220 220 2 9
379 ev 12:01:01.662482 12:01:01 662482 4 36.2 20373971 73.1 1 1 1 1000
380 ev 12:01:01.662871 12:01:01 662871 10 40.1 45125798 76.5 247 156 3 12
381 ev 12:01:01.662927 12:01:01 662927 6 38.0 85605545 79.3 1090 460 7 6
382 ev 12:01:01.663138 12:01:01 663138 4 36.6 19861164 73.0 2 2 1 500
383 ev 12:01:01.663143 12:01:01 663143 9 40.6 90612619 79.6 916 464 12 13
384 ev 12:01:01.663219 12:01:01 663219 13 37.7 38372186 75.8 298 1 2 6
385 ev 12:01:01.663289 12:01:01 663289 14 36.9 37877065 75.8 318 2 2 6
386 ev 12:01:01.663421 12:01:01 663421 7 39.5 20082008 73.0 5 2 1 200
387 ev 12:01:01.663546 12:01:01 663546 1 36.6 18149156 72.6 1 1 1 1000
388 ev 12:01:01.663679 12:01:01 663679 2 36.9 13398860 71.3 2 2 1 500
389 ev 12:01:01.663936 12:01:01 663936 4 36.2 21740864 73.4 1 1 1 1000
390 ev 12:01:01.663995 12:01:01 663995 12 36.6 17327635 72.4 1 1 1 1000
391 ev 12:01:01.664110 12:01:01 664110 8 38.0 26453822 74.2 4 3 1 250
392 ev 12:01:01.664122 12:01:01 664122 7 38.0 38965750 75.9 406 383 4 9
393 ev 12:01:01.664290 12:01:01 664290 1 38.0 46021245 76.6 509 456 4 7
394 ev 12:01:01.664345 12:01:01 664345 14 37.7 26747188 74.3 33 3 2 60
395 ev 12:01:01.664543 12:01:01 664543 12 36.2 16776649 72.2 1 1 1 1000
396 ev 12:01:01.664574 12:01:01 664574 3 36.9 22018416 73.4 136 133 2 14
397 ev 12:01:01.664593 12:01:01 664593 6 38.0 22977870 73.6 2 1 1 500
398 ev 12:01:01.664681 12:01:01 664681 9 36.6 16823344 72.3 1 1 1 1000
399 ev 12:01:01.664733 12:01:01 664733 4 36.2 12427334 70.9 1 1 1 1000
400 ev 12:01:01.664877 12:01:01 664877 11 39.0 19237374 72.8 5 2 1 200
401 ev 12:01:01.665269 12:01:01 665269 14 36.9 16220422 72.1 2 2 1 500
402 ev 12:01:01.665292 12:01:01 665292 12 36.9 25323775 74.0 210 210 2 9
403 ev 12:01:01.665424 12:01:01 665424 11 36.2 15471798 71.9 1 1 1 1000
404 ev 12:01:01.665426 12:01:01 665426 15 36.2 13182040 71.2 1 1 1 1000
405 ev 12:01:01.665451 12:01:01 665451 4 36.6 14919034 71.7 1 1 1 1000
406 ev 12:01:01.665463 12:01:01 665463 1 38.3 56111096 77.5 559 556 8 14
407 ev 12:01:01.665490 12:01:01 665490 6 36.6 20339815 73.1 1 1 1 1000
408 ev 12:01:01.665714 12:01:01 665714 3 36.9 29063335 74.6 151 1 3 19
409 ev 12:01:01.665899 12:01:01 665899 10 36.6 18372714 72.6 1 1 1 1000
410 ev 12:01:01.666020 12:01:01 666020 11 36.2 13639075 71.3 1 1 1 1000
411 ev 12:01:01.666146 12:01:01 666146 9 36.2 23064149 73.6 332 1 2 6
412 ev 12:01:01.666294 12:01:01 666294 13 36.2 16523146 72.2 1 1 1 1000
413 ev 12:01:01.666294 12:01:01 666294 12 36.2 22074282 73.4 1 1 1 1000
414 ev 12:01:01.666456 12:01:01 666456 6 36.2 17274951 72.4 1 1 1 1000
415 ev 12:01:01.667038 12:01:01 667038 11 37.7 14936813 71.7 5 3 2 400
416 ev 12:01:01.667630 12:01:01 667630 10 36.2 11090480 70.4 1 1 1 1000
417 ev 12:01:01.668198 12:01:01 668198 11 36.2 20152566 73.0 359 1 2 5
418 ev 12:01:01.668260 12:01:01 668260 8 36.6 17751263 72.5 1 1 1 1000
419 ev 12:01:01.668838 12:01:01 668838 10 36.2 7881974 69.0 1 1 1 1000
420 ev 12:01:01.669207 12:01:01 669207 3 36.6 10640183 70.3 2 1 1 500
421 ev 12:01:01.669636 12:01:01 669636 6 37.7 11543865 70.6 1 1 1 1000
422 ev 12:01:01.903080 12:01:01 90308 6 36.6 5267594 67.2 1 2 1 1000
423 ev 12:01:01.960180 12:01:01 96018 6 40.6 12460929 71.0 24 12 4 166
424 ev 12:01:01.961410 12:01:01 96141 7 37.7 4569597 66.6 13 1 2 153
425 ev 12:01:01.962540 12:01:01 96254 11 36.6 3177719 65.0 1 1 1 1000
426 ev 12:01:01.963750 12:01:01 96375 13 37.3 9521740 69.8 44 43 2 45
427 ev 12:01:05.104995 12:01:05 104995 13 36.6 3591240 65.6 1 1 1 1000
428 le 12:01:05.455327 12:01:05 455327 6 88.5 653298439045 118.2 32000 39 1967 61
429 ht 12:01:05.455405 12:01:05 455405 7 82.7 438871214986 116.4 32000 71 2238 69
430 ht 12:01:05.455435 12:01:05 455435 2 77.2 393410288761 115.9 32000 815 2324 72
431 ht 12:01:05.455436 12:01:05 455436 10 72.7 326361837252 115.1 32000 1182 2148 67
432 ev 12:01:05.455464 12:01:05 455464 3 76.8 327575031133 115.2 32000 111 1936 60
433 ev 12:01:05.455469 12:01:05 455469 11 78.6 376993752950 115.8 32000 120 2122 66
434 ev 12:01:05.455480 12:01:05 455480 15 80.9 539762557056 117.3 32000 115 2304 72
435 ev 12:01:05.455523 12:01:05 455523 1 77.2 488351520991 116.9 32000 165 2100 65
436 ev 12:01:05.455527 12:01:05 455527 9 74.4 339602425448 115.3 32000 1068 2178 68
437 ev 12:01:05.455536 12:01:05 455536 13 82.7 516223311248 117.1 32000 164 2232 69
438 ev 12:01:05.455540 12:01:05 455540 14 80.2 389658505325 115.9 32000 1061 2089 65
439 ev 12:01:05.455547 12:01:05 455547 8 80.3 641134452042 118.1 32000 627 2384 74
440 ev 12:01:05.455586 12:01:05 455586 12 78.1 380278751683 115.8 32000 370 2218 69
441 ev 12:01:05.455588 12:01:05 455588 4 82.3 605204317490 117.8 32000 367 2275 71
442 le 12:01:05.487378 12:01:05 487378 6 41.1 414589095 86.2 5037 1452 49 9
443 ht 12:01:05.487521 12:01:05 487521 11 43.2 282772997 84.5 3014 25 38 12
444 ht 12:01:05.487523 12:01:05 487523 15 41.5 227382357 83.6 2825 1268 25 8
445 ht 12:01:05.487527 12:01:05 487527 3 41.3 412708553 86.2 5604 190 49 8
446 ev 12:01:05.487542 12:01:05 487542 7 40.8 204539894 83.1 2378 1215 24 10
447 ev 12:01:05.487558 12:01:05 487558 1 40.3 438765791 86.4 5390 614 54 10
448 ev 12:01:05.487574 12:01:05 487574 14 41.1 237040346 83.7 2967 544 24 8
449 ev 12:01:05.487575 12:01:05 487575 9 39.5 102108853 80.1 729 704 11 15
450 ev 12:01:05.487583 12:01:05 487583 13 40.8 263754876 84.2 3109 115 33 10
451 ev 12:01:05.487593 12:01:05 487593 8 40.3 277918549 84.4 3323 2392 28 8
452 ev 12:01:05.487598 12:01:05 487598 10 40.8 244102859 83.9 2748 862 31 11
453 ev 12:01:05.487682 12:01:05 487682 4 41.8 208242117 83.2 2133 2008 25 11
454 ev 12:01:05.487933 12:01:05 487933 12 40.6 190835408 82.8 2571 741 20 7
455 ev 12:01:05.487942 12:01:05 487942 2 39.3 63788696 78.0 654 3 5 7
456 ev 12:01:05.488891 12:01:05 488891 9 38.0 265818456 84.2 4232 2345 22 5
457 ev 12:01:05.489132 12:01:05 489132 2 38.7 46397521 76.7 517 517 3 5
458 ev 12:01:05.490337 12:01:05 490337 2 36.6 13877698 71.4 1 1 1 1000
459 ev 12:01:05.490489 12:01:05 490489 4 37.3 62389894 78.0 808 3 6 7
460 ev 12:01:05.490660 12:01:05 490660 7 36.2 27449771 74.4 1 1 1 1000
461 ev 12:01:05.490923 12:01:05 490923 15 37.3 87602685 79.4 1342 59 7 5
462 ev 12:01:05.491040 12:01:05 491040 12 36.6 53679848 77.3 651 1 4 6
463 ev 12:01:05.491218 12:01:05 491218 11 39.0 54122098 77.3 295 152 5 16
464 ev 12:01:05.491221 12:01:05 491221 10 38.7 40375595 76.1 508 212 4 7
465 ev 12:01:05.491301 12:01:05 491301 13 38.7 53446371 77.3 659 576 4 6
466 ev 12:01:05.491461 12:01:05 491461 7 39.8 24497107 73.9 6 3 1 166
467 ev 12:01:05.491508 12:01:05 491508 8 39.5 59580685 77.8 699 658 7 10
468 ev 12:01:05.491547 12:01:05 491547 14 36.9 58439408 77.7 643 2 4 6
469 ev 12:01:05.492260 12:01:05 492260 4 39.0 44643403 76.5 347 345 4 11
470 ev 12:01:05.492393 12:01:05 492393 11 37.3 22425199 73.5 39 1 3 76
471 ev 12:01:05.492747 12:01:05 492747 8 39.0 39948506 76.0 371 3 4 10
472 ev 12:01:05.492882 12:01:05 492882 7 36.6 15564253 71.9 1 1 1 1000
473 ev 12:01:05.493197 12:01:05 493197 12 36.6 22198927 73.5 1 2 1 1000
474 ev 12:01:05.493218 12:01:05 493218 6 38.0 71335194 78.5 804 21 6 7
475 ev 12:01:05.493405 12:01:05 493405 15 36.2 12330949 70.9 1 1 1 1000
476 ev 12:01:05.493497 12:01:05 493497 14 39.5 17990822 72.6 5 3 1 200
477 ev 12:01:05.493581 12:01:05 493581 1 37.7 22097957 73.4 2 1 1 500
478 ev 12:01:05.493627 12:01:05 493627 10 36.9 17930090 72.5 1 1 1 1000
479 ev 12:01:05.493664 12:01:05 493664 11 39.3 19272559 72.8 5 2 1 200
480 ev 12:01:05.494007 12:01:05 494007 9 36.9 16616818 72.2 2 1 1 500
481 ev 12:01:05.494064 12:01:05 494064 13 36.6 15868569 72.0 1 1 1 1000
482 ev 12:01:05.494150 12:01:05 494150 8 38.7 17040164 72.3 4 2 1 250
483 ev 12:01:05.494480 12:01:05 494480 1 39.3 45057018 76.5 509 454 5 9
484 ev 12:01:05.494547 12:01:05 494547 3 37.3 23942003 73.8 155 154 2 12
485 ev 12:01:05.494690 12:01:05 494690 11 37.3 19792478 73.0 3 1 1 333
486 ev 12:01:05.494976 12:01:05 494976 7 36.6 19287438 72.9 22 1 2 90
487 ev 12:01:05.495133 12:01:05 495133 9 39.0 15827020 72.0 3 1 1 333
488 ev 12:01:05.495422 12:01:05 495422 8 37.3 14997639 71.8 1 2 1 1000
489 ev 12:01:05.495618 12:01:05 495618 3 36.2 14162737 71.5 1 1 1 1000
490 ev 12:01:05.495812 12:01:05 495812 1 38.0 26831409 74.3 194 193 2 10
491 ev 12:01:05.495940 12:01:05 495940 11 38.3 33329740 75.2 353 2 3 8
492 ev 12:01:05.497074 12:01:05 497074 6 36.6 11474618 70.6 1 1 1 1000
493 ev 12:01:05.497333 12:01:05 497333 13 36.9 13064506 71.2 2 1 1 500
494 ev 12:01:05.497438 12:01:05 497438 14 36.2 10299653 70.1 1 1 1 1000
495 ev 12:01:05.497941 12:01:05 497941 11 36.2 10817420 70.3 1 1 1 1000
496 ev 12:01:05.502181 12:01:05 502181 8 36.2 7253037 68.6 1 1 1 1000
497 ev 12:01:05.630823 12:01:05 630823 13 37.7 7763224 68.9 1 1 1 1000
498 ev 12:01:05.632542 12:01:05 632542 6 36.9 5215472 67.2 1 1 1 1000
499 ev 12:01:05.642539 12:01:05 642539 6 37.7 9175502 69.6 9 1 2 222
500 ev 12:01:05.642620 12:01:05 642620 7 37.7 6142454 67.9 1 1 1 1000
501 ev 12:01:05.643141 12:01:05 643141 4 36.6 9178590 69.6 1 1 1 1000
502 ev 12:01:05.643836 12:01:05 643836 14 36.2 6775135 68.3 1 1 1 1000
503 le 12:01:09.446873 12:01:09 446873 6 90.4 952393794319 119.8 32000 41 2106 65
504 ht 12:01:09.446951 12:01:09 446951 7 85.3 710732956401 118.5 32000 70 2321 72
505 ht 12:01:09.446975 12:01:09 446975 2 80.3 624668042945 118.0 32000 821 2501 78
506 ht 12:01:09.446983 12:01:09 446983 10 75.5 505810224035 117.0 32000 97 2241 70
507 ev 12:01:09.447011 12:01:09 447011 3 79.6 495507898450 117.0 32000 111 2103 65
508 ev 12:01:09.447017 12:01:09 447017 11 81.6 582735579081 117.7 32000 118 2241 70
509 ev 12:01:09.447026 12:01:09 447026 15 82.8 836746676177 119.2 32000 117 2431 75
510 ev 12:01:09.447061 12:01:09 447061 1 78.0 740262372568 118.7 32000 525 2236 69
511 ev 12:01:09.447074 12:01:09 447074 9 77.8 524972209092 117.2 32000 510 2298 71
512 ev 12:01:09.447082 12:01:09 447082 13 81.9 723802349789 118.6 32000 161 2328 72
513 ev 12:01:09.447088 12:01:09 447088 14 81.1 607564539490 117.8 32000 1060 2245 70
514 ev 12:01:09.447093 12:01:09 447093 8 83.5 1036853535001 120.2 32000 169 2538 79
515 ev 12:01:09.447127 12:01:09 447127 4 83.4 903262667007 119.6 32000 376 2364 73
516 ev 12:01:09.447133 12:01:09 447133 12 79.0 605362076661 117.8 32000 369 2341 73
517 le 12:01:09.478924 12:01:09 478924 6 41.1 279111106 84.5 1865 271 33 17
518 ht 12:01:09.479003 12:01:09 479003 7 43.7 436013945 86.4 4350 1302 53 12
519 ht 12:01:09.479020 12:01:09 479020 2 41.8 247385572 83.9 3235 2174 33 10
520 ht 12:01:09.479027 12:01:09 479027 10 43.2 354339234 85.5 2527 520 49 19
521 ev 12:01:09.479067 12:01:09 479067 11 44.0 641691934 88.1 6236 26 90 14
522 ev 12:01:09.479068 12:01:09 479068 15 42.6 496541264 87.0 5106 1270 68 13
523 ev 12:01:09.479073 12:01:09 479073 3 42.4 559045323 87.5 5606 3 77 13
524 ev 12:01:09.479122 12:01:09 479122 9 42.2 570757535 87.6 6312 1985 70 11
525 ev 12:01:09.479124 12:01:09 479124 14 41.5 509666503 87.1 5211 1505 63 12
526 ev 12:01:09.479125 12:01:09 479125 8 43.3 463239223 86.7 3963 709 66 16
527 ev 12:01:09.479127 12:01:09 479127 13 42.2 491553842 86.9 5410 2696 66 12
528 ev 12:01:09.479147 12:01:09 479147 1 41.3 626213679 88.0 5984 1455 96 16
529 ev 12:01:09.479167 12:01:09 479167 4 43.9 411499152 86.1 3445 1255 60 17
530 ev 12:01:09.479381 12:01:09 479381 12 42.0 387122479 85.9 4272 839 56 13
531 ev 12:01:09.481340 12:01:09 481340 6 40.3 398815227 86.0 4452 3528 47 10
532 ev 12:01:09.482508 12:01:09 482508 10 37.3 66147983 78.2 729 654 6 8
533 ev 12:01:09.482977 12:01:09 482977 2 36.2 16728363 72.2 1 1 1 1000
534 ev 12:01:09.483464 12:01:09 483464 4 39.8 101597917 80.1 843 690 16 18
535 ev 12:01:09.483685 12:01:09 483685 8 41.3 122750176 80.9 1501 27 11 7
536 ev 12:01:09.483698 12:01:09 483698 2 36.2 26520075 74.2 159 1 2 12
537 ev 12:01:09.484035 12:01:09 484035 10 36.9 83615236 79.2 1487 2 5 3
538 ev 12:01:09.484308 12:01:09 484308 12 37.3 62406083 78.0 886 436 8 9
539 ev 12:01:09.484521 12:01:09 484521 2 38.0 21488203 73.3 28 28 2 71
540 ev 12:01:09.484681 12:01:09 484681 7 36.2 18243950 72.6 1 1 1 1000
541 ev 12:01:09.484924 12:01:09 484924 15 36.9 46724202 76.7 636 274 3 4
542 ev 12:01:09.485014 12:01:09 485014 14 38.7 25484635 74.1 35 33 2 57
543 ev 12:01:09.485107 12:01:09 485107 4 38.7 47576977 76.8 434 432 4 9
544 ev 12:01:09.485415 12:01:09 485415 7 36.9 30168771 74.8 102 1 2 19
545 ev 12:01:09.485541 12:01:09 485541 3 36.6 20352074 73.1 3 1 2 666
546 ev 12:01:09.485674 12:01:09 485674 2 36.6 11582794 70.6 1 2 1 1000
547 ev 12:01:09.485697 12:01:09 485697 1 38.0 138792425 81.4 2635 1853 14 5
548 ev 12:01:09.485723 12:01:09 485723 14 38.3 37169897 75.7 291 2 2 6
549 ev 12:01:09.485759 12:01:09 485759 12 38.0 36621624 75.6 521 152 4 7
550 ev 12:01:09.486091 12:01:09 486091 3 38.3 36545638 75.6 158 156 3 18
551 ev 12:01:09.486236 12:01:09 486236 11 38.0 32359150 75.1 265 1 2 7
552 ev 12:01:09.486436 12:01:09 486436 4 36.9 15376817 71.9 2 2 1 500
553 ev 12:01:09.486523 12:01:09 486523 7 36.9 27976428 74.5 3 2 2 666
554 ev 12:01:09.486557 12:01:09 486557 8 36.9 20554576 73.1 1 2 1 1000
555 ev 12:01:09.486588 12:01:09 486588 14 37.3 26648557 74.3 107 107 2 18
556 ev 12:01:09.486679 12:01:09 486679 9 39.8 32094605 75.1 182 1 2 10
557 ev 12:01:09.486834 12:01:09 486834 10 36.2 17728617 72.5 1 1 1 1000
558 ev 12:01:09.486860 12:01:09 486860 6 36.6 35537991 75.5 397 396 3 7
559 ev 12:01:09.487013 12:01:09 487013 4 36.6 17591151 72.5 1 1 1 1000
560 ev 12:01:09.487119 12:01:09 487119 7 37.3 19818680 73.0 2 1 1 500
561 ev 12:01:09.487264 12:01:09 487264 2 36.2 9534467 69.8 1 1 1 1000
562 ev 12:01:09.487301 12:01:09 487301 13 36.2 16692803 72.2 3 1 2 666
563 ev 12:01:09.487360 12:01:09 487360 14 36.2 17886576 72.5 1 1 1 1000
564 ev 12:01:09.487474 12:01:09 487474 9 38.0 44011940 76.4 739 299 3 4
565 ev 12:01:09.487484 12:01:09 487484 11 38.7 45806390 76.6 556 93 6 10
566 ev 12:01:09.487693 12:01:09 487693 8 37.3 23563574 73.7 179 2 2 11
567 ev 12:01:09.487852 12:01:09 487852 3 36.2 21027332 73.2 1 1 1 1000
568 ev 12:01:09.488029 12:01:09 488029 7 36.2 12731650 71.0 1 1 1 1000
569 ev 12:01:09.488325 12:01:09 488325 15 37.7 12811472 71.1 2 1 1 500
570 ev 12:01:09.488536 12:01:09 488536 6 36.9 23534378 73.7 86 85 3 34
571 ev 12:01:09.488777 12:01:09 488777 11 36.2 14700342 71.7 3 1 2 666
572 ev 12:01:09.488881 12:01:09 488881 9 36.6 20726385 73.2 121 1 2 16
573 ev 12:01:09.488899 12:01:09 488899 1 36.2 18952803 72.8 243 1 2 8
574 ev 12:01:09.489486 12:01:09 489486 11 36.6 21142620 73.3 96 2 3 31
575 ev 12:01:09.489980 12:01:09 489980 1 36.6 18058292 72.6 1 1 1 1000
576 ev 12:01:09.491648 12:01:09 491648 11 37.7 10852418 70.4 2 1 1 500
577 ev 12:01:09.495017 12:01:09 495017 6 36.6 8885036 69.5 1 1 1 1000
578 ev 12:01:09.549112 12:01:09 549112 6 36.6 4358111 66.4 1 1 1 1000
579 ev 12:01:09.549188 12:01:09 549188 7 36.2 3893496 65.9 1 1 1 1000
580 ev 12:01:09.549428 12:01:09 549428 13 36.2 5549825 67.4 1 1 1 1000
581 ev 12:01:09.608181 12:01:09 608181 6 38.3 7187252 68.6 2 2 1 500
582 ev 12:01:09.611270 12:01:09 611270 6 38.0 7803650 68.9 2 2 1 500
583 le 12:01:13.674031 12:01:13 674031 6 90.2 1288346778754 121.1 32000 29 2134 66
584 ht 12:01:13.674098 12:01:13 674098 7 87.9 1153802695044 120.6 32000 74 2386 74
585 ht 12:01:13.674135 12:01:13 674135 10 78.1 715895004972 118.5 32000 101 2375 74
586 ht 12:01:13.674135 12:01:13 674135 2 82.3 930726255518 119.7 32000 811 2591 80
587 ev 12:01:13.674165 12:01:13 674165 3 81.3 750718122608 118.8 32000 108 2151 67
588 ev 12:01:13.674170 12:01:13 674170 11 82.2 846312403294 119.3 32000 117 2359 73
589 ev 12:01:13.674179 12:01:13 674179 15 84.2 1209974820116 120.8 32000 119 2534 79
590 ev 12:01:13.674214 12:01:13 674214 1 79.5 1117409888538 120.5 32000 490 2286 71
591 ev 12:01:13.674225 12:01:13 674225 9 82.2 833853024686 119.2 32000 511 2397 74
592 ev 12:01:13.674236 12:01:13 674236 13 85.5 1130607649397 120.5 32000 159 2462 76
593 ev 12:01:13.674240 12:01:13 674240 14 84.2 943899580377 119.7 32000 1060 2335 72
