dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
4736 ev 12:28:54.357172 12:28:54 357172 2 72.0 73906825885 108.7 23485 200 1663 70
4737 ev 12:28:54.378855 12:28:54 378855 15 39.5 41420206 76.2 167 164 4 23
4738 ev 12:28:54.379797 12:28:54 379797 15 39.8 98025019 79.9 1098 366 9 8
4739 ev 12:28:54.380470 12:28:54 380470 10 37.3 50478548 77.0 445 231 6 13
4740 ev 12:28:54.381046 12:28:54 381046 3 38.3 112634403 80.5 1604 771 10 6
4741 ev 12:28:54.381137 12:28:54 381137 4 38.3 88470527 79.5 1670 25 7 4
4742 ev 12:28:54.381670 12:28:54 381670 15 39.0 50250498 77.0 451 322 5 11
4743 ev 12:28:54.381793 12:28:54 381793 7 38.3 22029739 73.4 25 1 2 80
4744 ev 12:28:54.381987 12:28:54 381987 12 36.2 21226840 73.3 1 1 1 1000
4745 ev 12:28:54.382021 12:28:54 382021 10 36.2 30088762 74.8 21 1 2 95
4746 ev 12:28:54.382353 12:28:54 382353 7 36.2 23644426 73.7 190 1 2 10
4747 ev 12:28:54.382394 12:28:54 382394 8 36.9 37163533 75.7 256 2 3 11
4748 ev 12:28:54.382586 12:28:54 382586 12 37.7 36668413 75.6 639 2 4 6
4749 ev 12:28:54.382631 12:28:54 382631 10 38.3 49161719 76.9 405 3 4 9
4750 ev 12:28:54.382651 12:28:54 382651 11 38.0 53420170 77.3 685 684 4 5
4751 ev 12:28:54.382676 12:28:54 382676 2 36.6 17469500 72.4 1 2 1 1000
4752 ev 12:28:54.383007 12:28:54 383007 14 37.3 24729836 73.9 2 3 1 500
4753 ev 12:28:54.383075 12:28:54 383075 13 37.7 50831149 77.1 1087 1070 6 5
4754 ev 12:28:54.383100 12:28:54 383100 9 38.3 21885161 73.4 21 1 2 95
4755 ev 12:28:54.383193 12:28:54 383193 3 37.7 31593402 75.0 100 1 2 20
4756 ev 12:28:54.383221 12:28:54 383221 8 37.3 30893532 74.9 379 379 2 5
4757 ev 12:28:54.383481 12:28:54 383481 6 37.7 24949463 74.0 73 56 3 41
4758 ev 12:28:54.383534 12:28:54 383534 15 37.3 14280364 71.5 2 1 1 500
4759 ev 12:28:54.383561 12:28:54 383561 14 36.2 22266304 73.5 1 1 1 1000
4760 ev 12:28:54.383612 12:28:54 383612 10 36.2 36458143 75.6 457 1 2 4
4761 ev 12:28:54.383871 12:28:54 383871 11 36.6 20763349 73.2 18 17 2 111
4762 ev 12:28:54.384113 12:28:54 384113 14 36.9 16929461 72.3 2 2 1 500
4763 ev 12:28:54.384225 12:28:54 384225 1 38.7 47296899 76.7 593 20 4 6
4764 ev 12:28:54.384233 12:28:54 384233 12 36.6 14987345 71.8 1 1 1 1000
4765 ev 12:28:54.384244 12:28:54 384244 4 36.9 13197574 71.2 2 2 1 500
4766 ev 12:28:54.384614 12:28:54 384614 8 36.9 11217746 70.5 1 2 1 1000
4767 ev 12:28:54.384862 12:28:54 384862 10 36.2 14537891 71.6 1 1 1 1000
4768 ev 12:28:54.385108 12:28:54 385108 11 37.7 14449927 71.6 5 3 1 200
4769 ev 12:28:54.385507 12:28:54 385507 10 36.2 15220822 71.8 1 1 1 1000
4770 ev 12:28:54.385537 12:28:54 385537 12 36.6 15276408 71.8 22 1 2 90
4771 ev 12:28:54.385680 12:28:54 385680 1 38.0 17268869 72.4 4 2 1 250
4772 ev 12:28:54.386518 12:28:54 386518 6 36.6 19244205 72.8 3 1 2 666
4773 ev 12:28:54.387239 12:28:54 387239 8 37.3 9678202 69.9 2 2 1 500
4774 ev 12:28:57.941720 12:28:57 941720 8 41.3 6751553 68.3 15 2 2 133
4775 ev 12:28:57.941769 12:28:57 941769 7 38.0 3120262 64.9 2 1 1 500
4776 ev 12:28:57.941942 12:28:57 941942 4 36.2 3461260 65.4 1 1 1 1000
4777 ev 12:28:57.942155 12:28:57 942155 13 40.8 12686452 71.0 15 1 3 200
4778 ev 12:28:57.944141 12:28:57 944141 12 38.7 4106760 66.1 1 2 1 1000
4779 ev 12:28:57.944330 12:28:57 944330 8 37.7 4597015 66.6 1 1 1 1000
4780 ev 12:28:57.944467 12:28:57 944467 15 36.2 5321963 67.3 1 1 1 1000
4781 ev 12:28:57.944765 12:28:57 944765 13 39.8 10235178 70.1 2 1 1 500
4782 le 12:28:58.406597 12:28:58 406597 12 78.1 57921739756 107.6 22341 34 1389 62
4783 ht 12:28:58.406670 12:28:58 406670 11 78.1 54429574772 107.4 20486 67 1276 62
4784 ht 12:28:58.406706 12:28:58 406706 8 73.4 49806364963 107.0 23405 100 1562 66
4785 ht 12:28:58.406720 12:28:58 406720 14 63.1 24875109013 104.0 22515 1364 1330 59
4786 ev 12:28:58.406749 12:28:58 406749 7 72.5 34642798139 105.4 22409 105 1338 59
4787 ev 12:28:58.406753 12:28:58 406753 9 65.4 32638565807 105.1 21594 476 1276 59
4788 ev 12:28:58.406798 12:28:58 406798 15 67.8 39425835940 106.0 22110 503 1426 64
4789 ev 12:28:58.406822 12:28:58 406822 10 69.8 32583180876 105.1 23901 166 1247 52
4790 ev 12:28:58.406843 12:28:58 406843 4 68.7 40344009908 106.1 21549 806 1442 66
4791 ev 12:28:58.406858 12:28:58 406858 6 66.4 27560927510 104.4 23689 187 1148 48
4792 ev 12:28:58.406885 12:28:58 406885 3 65.0 26549030487 104.2 22228 161 1120 50
4793 ev 12:28:58.406902 12:28:58 406902 1 65.0 33077445389 105.2 22806 579 1264 55
4794 ev 12:28:58.406957 12:28:58 406957 2 70.4 32824609184 105.2 19750 224 1339 67
4795 ev 12:28:58.406979 12:28:58 406979 13 73.8 46543527633 106.7 22687 259 1324 58
4796 ev 12:28:58.427369 12:28:58 427369 2 37.3 19042076 72.8 2 2 1 500
4797 ev 12:28:58.427734 12:28:58 427734 11 40.1 215790486 83.3 2728 4 26 9
4798 ev 12:28:58.428091 12:28:58 428091 2 36.2 18420251 72.7 1 1 1 1000
4799 ev 12:28:58.428913 12:28:58 428913 9 36.9 66853934 78.3 879 193 5 5
4800 ev 12:28:58.429162 12:28:58 429162 4 39.0 21644572 73.4 50 29 3 60
4801 ev 12:28:58.429540 12:28:58 429540 15 37.7 20337008 73.1 1 1 1 1000
4802 ev 12:28:58.429807 12:28:58 429807 3 38.0 31761374 75.0 402 2 2 4
4803 ev 12:28:58.429879 12:28:58 429879 7 37.3 18219620 72.6 3 1 1 333
4804 ev 12:28:58.429911 12:28:58 429911 4 37.3 30035891 74.8 326 252 3 9
4805 ev 12:28:58.430351 12:28:58 430351 9 37.3 18384598 72.6 3 1 1 333
4806 ev 12:28:58.430570 12:28:58 430570 15 37.3 22139880 73.5 3 2 1 333
4807 ev 12:28:58.430712 12:28:58 430712 1 36.6 21383677 73.3 1 1 1 1000
4808 ev 12:28:58.430763 12:28:58 430763 8 38.0 67391259 78.3 868 439 6 6
4809 ev 12:28:58.430865 12:28:58 430865 3 37.3 31988207 75.0 76 1 2 26
4810 ev 12:28:58.430891 12:28:58 430891 13 36.2 18534603 72.7 2 1 1 500
4811 ev 12:28:58.431113 12:28:58 431113 2 36.2 13695315 71.4 1 1 1 1000
4812 ev 12:28:58.431724 12:28:58 431724 7 36.2 18081873 72.6 193 1 2 10
4813 ev 12:28:58.431893 12:28:58 431893 14 36.6 20430398 73.1 3 1 2 666
4814 ev 12:28:58.432236 12:28:58 432236 6 36.6 19466078 72.9 1 1 1 1000
4815 ev 12:28:58.432246 12:28:58 432246 11 39.0 25226641 74.0 23 2 2 86
4816 ev 12:28:58.432583 12:28:58 432583 1 36.9 23319242 73.7 1 1 1 1000
4817 ev 12:28:58.432590 12:28:58 432590 3 38.0 29346315 74.7 260 1 3 11
4818 ev 12:28:58.433295 12:28:58 433295 6 36.2 17336338 72.4 1 1 1 1000
4819 ev 12:28:58.433912 12:28:58 433912 6 36.6 12830281 71.1 3 1 2 666
4820 ev 12:28:58.434470 12:28:58 434470 1 38.0 19668487 72.9 160 159 2 12
4821 ev 12:28:58.711520 12:28:58 71152 8 38.3 4558461 66.6 1 2 1 1000
4822 ev 12:28:58.712010 12:28:58 71201 7 37.7 3565225 65.5 1 1 1 1000
4823 ev 12:28:58.715860 12:28:58 71586 13 38.3 7399674 68.7 2 1 1 500
4824 ev 12:28:59.345720 12:28:59 34572 12 43.5 165840654 82.2 1278 322 44 34
4825 ev 12:28:59.348540 12:28:59 34854 11 42.2 190494317 82.8 2371 83 41 17
4826 ev 12:28:59.349940 12:28:59 34994 14 37.3 27808456 74.4 448 1 2 4
4827 ev 12:28:59.349950 12:28:59 34995 8 41.1 231595328 83.6 3444 1206 37 10
4828 ev 12:28:59.350410 12:28:59 35041 9 38.0 59145734 77.7 894 1 11 12
4829 ev 12:28:59.351360 12:28:59 35136 7 36.9 20675105 73.2 1 1 1 1000
4830 ev 12:28:59.351410 12:28:59 35141 15 41.1 174577836 82.4 2358 992 36 15
4831 ev 12:28:59.352150 12:28:59 35215 6 38.7 35939066 75.6 265 17 3 11
4832 ev 12:28:59.352410 12:28:59 35241 10 38.7 29188823 74.7 96 2 3 31
4833 ev 12:28:59.352620 12:28:59 35262 13 43.7 247534923 83.9 3211 276 58 18
4834 ev 12:28:59.354500 12:28:59 35450 2 40.3 102599388 80.1 1796 9 15 8
4835 ev 12:28:59.355380 12:28:59 35538 1 41.3 135649424 81.3 1554 183 27 17
4836 ev 12:28:59.356270 12:28:59 35627 4 44.0 186195347 82.7 2197 415 46 20
4837 ev 12:28:59.357530 12:28:59 35753 3 36.2 23452684 73.7 1 1 1 1000
4838 ev 12:28:59.359070 12:28:59 35907 10 36.6 19799964 73.0 1 2 1 1000
4839 ev 12:28:59.361310 12:28:59 36131 7 38.3 95464821 79.8 1735 369 13 7
4840 ev 12:28:59.363510 12:28:59 36351 14 40.8 139142500 81.4 2574 294 22 8
4841 ev 12:28:59.364650 12:28:59 36465 12 37.3 69644802 78.4 1171 980 9 7
4842 ev 12:28:59.365290 12:28:59 36529 3 36.2 25840138 74.1 258 1 3 11
4843 ev 12:28:59.368850 12:28:59 36885 6 36.9 16224913 72.1 1 1 1 1000
4844 ev 12:28:59.370400 12:28:59 37040 10 38.7 39566240 76.0 366 2 3 8
4845 ev 12:28:59.373650 12:28:59 37365 9 37.7 46918938 76.7 1015 483 4 3
4846 ev 12:28:59.377020 12:28:59 37702 3 37.7 13326525 71.2 1 1 1 1000
4847 ev 12:28:59.379580 12:28:59 37958 11 37.7 31219090 74.9 439 437 3 6
4848 ev 12:28:59.381010 12:28:59 38101 1 36.9 18214380 72.6 1 1 1 1000
4849 ev 12:28:59.388710 12:28:59 38871 4 36.9 15024496 71.8 1 2 1 1000
4850 ev 12:28:59.395440 12:28:59 39544 10 36.2 9363406 69.7 1 1 1 1000
4851 ev 12:28:59.396260 12:28:59 39626 8 36.6 15481905 71.9 1 1 1 1000
4852 le 12:29:02.458724 12:29:02 458724 12 81.6 80464737482 109.1 17798 30 1274 71
4853 ht 12:29:02.458800 12:29:02 458800 11 71.8 29091351555 104.6 21558 65 1231 57
4854 ht 12:29:02.458826 12:29:02 458826 14 64.9 19968034060 103.0 20094 89 1213 60
4855 ht 12:29:02.458829 12:29:02 458829 8 68.2 34510459596 105.4 20470 110 1439 70
4856 ev 12:29:02.458865 12:29:02 458865 7 64.6 22392698492 103.5 21001 116 1286 61
4857 ev 12:29:02.458887 12:29:02 458887 9 69.1 29536730872 104.7 18993 139 1185 62
4858 ev 12:29:02.458923 12:29:02 458923 15 66.3 27495983501 104.4 20836 164 1401 67
4859 ev 12:29:02.458931 12:29:02 458931 10 65.7 25209043396 104.0 19941 178 1173 58
4860 ev 12:29:02.458960 12:29:02 458960 4 63.8 29263762875 104.7 19532 1030 1372 70
4861 ev 12:29:02.458978 12:29:02 458978 3 60.0 17710386744 102.5 18712 201 1115 59
4862 ev 12:29:02.458987 12:29:02 458987 6 65.0 18518516733 102.7 19754 369 1057 53
4863 ev 12:29:02.459026 12:29:02 459026 1 63.0 20460013120 103.1 21579 569 1211 56
4864 ev 12:29:02.459065 12:29:02 459065 2 63.0 24782350653 103.9 17587 351 1324 75
4865 ev 12:29:02.459095 12:29:02 459095 13 69.5 29356972094 104.7 17651 284 1245 70
4866 ev 12:29:02.477164 12:29:02 477164 12 39.8 172375387 82.4 2736 748 18 6
4867 ev 12:29:02.477316 12:29:02 477316 2 37.3 27706362 74.4 166 2 2 12
4868 ev 12:29:02.477428 12:29:02 477428 13 40.1 114257231 80.6 1306 1099 14 10
4869 ev 12:29:02.478326 12:29:02 478326 3 40.3 125258157 81.0 2028 1685 15 7
4870 ev 12:29:02.478450 12:29:02 478450 9 36.6 41934136 76.2 269 56 4 14
4871 ev 12:29:02.478581 12:29:02 478581 2 37.3 29206510 74.7 60 60 2 33
4872 ev 12:29:02.479263 12:29:02 479263 4 37.3 27375283 74.4 140 2 2 14
4873 ev 12:29:02.479352 12:29:02 479352 9 38.7 58072583 77.6 512 19 4 7
4874 ev 12:29:02.479493 12:29:02 479493 2 37.3 13321284 71.2 1 1 1 1000
4875 ev 12:29:02.479499 12:29:02 479499 14 38.0 59211707 77.7 940 940 5 5
4876 ev 12:29:02.479549 12:29:02 479549 6 36.2 21968445 73.4 1 1 1 1000
4877 ev 12:29:02.480071 12:29:02 480071 4 36.6 21056528 73.2 62 1 2 32
4878 ev 12:29:02.480211 12:29:02 480211 8 37.3 31784675 75.0 175 174 4 22
4879 ev 12:29:02.480221 12:29:02 480221 6 38.3 112874056 80.5 1918 337 11 5
4880 ev 12:29:02.480693 12:29:02 480693 10 37.7 24548482 73.9 125 2 2 16
4881 ev 12:29:02.480864 12:29:02 480864 9 38.0 20662284 73.2 2 1 1 500
4882 ev 12:29:02.480935 12:29:02 480935 11 38.0 16428445 72.2 2 1 1 500
4883 ev 12:29:02.480956 12:29:02 480956 13 36.6 20262613 73.1 77 76 2 25
4884 ev 12:29:02.480984 12:29:02 480984 8 36.6 18924075 72.8 2 2 1 500
4885 ev 12:29:02.481083 12:29:02 481083 12 36.9 13605106 71.3 2 2 1 500
4886 ev 12:29:02.481324 12:29:02 481324 1 38.3 34441445 75.4 288 3 2 6
4887 ev 12:29:02.481621 12:29:02 481621 3 36.6 35599285 75.5 309 1 2 6
4888 ev 12:29:02.481639 12:29:02 481639 8 36.9 25215224 74.0 28 2 3 107
4889 ev 12:29:02.481802 12:29:02 481802 9 37.3 15063050 71.8 1 1 1 1000
4890 ev 12:29:02.481845 12:29:02 481845 10 36.9 15586618 71.9 3 1 2 666
4891 ev 12:29:02.481875 12:29:02 481875 14 36.9 17701947 72.5 2 2 1 500
4892 ev 12:29:02.481968 12:29:02 481968 11 38.0 37462889 75.7 439 438 2 4
4893 ev 12:29:02.482524 12:29:02 482524 8 36.2 31834552 75.0 440 1 2 4
4894 ev 12:29:02.482525 12:29:02 482525 9 37.3 14348863 71.6 2 1 1 500
4895 ev 12:29:02.482794 12:29:02 482794 14 36.2 13896695 71.4 1 1 1 1000
4896 ev 12:29:02.483171 12:29:02 483171 3 38.3 12454378 71.0 2 1 1 500
4897 ev 12:29:02.484017 12:29:02 484017 1 36.9 25464048 74.1 347 346 3 8
4898 ev 12:29:02.484144 12:29:02 484144 8 36.6 13078449 71.2 1 1 1 1000
4899 ev 12:29:02.484698 12:29:02 484698 15 36.6 9657990 69.8 1 1 1 1000
4900 ev 12:29:05.860014 12:29:05 860014 12 40.3 10517316 70.2 16 2 3 187
4901 ev 12:29:05.860128 12:29:05 860128 11 37.7 3207477 65.1 1 1 1 1000
4902 le 12:29:05.953093 12:29:05 953093 12 53.2 137829508 81.4 56 23 9 160
4903 ht 12:29:05.953223 12:29:05 953223 11 49.3 27692980 74.4 27 5 4 148
4904 ht 12:29:05.953278 12:29:05 953278 14 38.0 5874541 67.7 1 2 1 1000
4905 ht 12:29:05.953292 12:29:05 953292 8 44.7 25930440 74.1 22 2 3 136
4906 ev 12:29:05.953344 12:29:05 953344 7 44.2 16218644 72.1 37 1 4 108
4907 ev 12:29:05.953358 12:29:05 953358 9 41.1 30155577 74.8 55 1 5 90
4908 ev 12:29:05.953434 12:29:05 953434 15 45.0 40037498 76.0 358 5 8 22
4909 ev 12:29:05.953473 12:29:05 953473 10 39.3 22901604 73.6 135 6 4 29
4910 ev 12:29:05.953513 12:29:05 953513 4 42.6 11960381 70.8 9 2 2 222
4911 ev 12:29:05.953534 12:29:05 953534 6 38.3 15842086 72.0 178 2 2 11
4912 ev 12:29:05.953535 12:29:05 953535 3 39.0 7681624 68.9 2 1 1 500
4913 ev 12:29:05.953669 12:29:05 953669 2 42.2 29721843 74.7 273 2 7 25
4914 ev 12:29:05.953727 12:29:05 953727 13 46.2 58532986 77.7 117 6 10 85
4915 ev 12:29:05.953843 12:29:05 953843 11 36.9 11651573 70.7 1 1 1 1000
4916 ev 12:29:05.953957 12:29:05 953957 12 38.0 16369491 72.1 128 1 2 15
4917 ev 12:29:05.953964 12:29:05 953964 1 37.7 15299896 71.8 38 1 2 52
4918 ev 12:29:05.954069 12:29:05 954069 4 42.2 27935909 74.5 285 55 7 24
4919 ev 12:29:05.954093 12:29:05 954093 3 36.6 10023598 70.0 1 1 1 1000
4920 ev 12:29:05.954283 12:29:05 954283 8 39.3 23641805 73.7 94 1 3 31
4921 ev 12:29:05.954322 12:29:05 954322 9 36.9 7888993 69.0 1 1 1 1000
4922 ev 12:29:06.213253 12:29:06 213253 12 36.2 5418910 67.3 1 1 1 1000
4923 ev 12:29:06.214527 12:29:06 214527 12 36.2 6055240 67.8 1 1 1 1000
4924 ev 12:29:06.214695 12:29:06 214695 8 36.2 6282073 68.0 1 1 1 1000
4925 le 12:29:06.252720 12:29:06 25272 12 84.5 167742339592 112.2 27170 31 1441 53
4926 ht 12:29:06.253420 12:29:06 25342 11 76.3 87311915822 109.4 28255 72 1411 49
4927 ht 12:29:06.253800 12:29:06 25380 8 75.6 94105763920 109.7 28461 100 1608 56
4928 ht 12:29:06.253940 12:29:06 25394 14 65.2 57391458881 107.6 25899 72 1355 52
4929 ev 12:29:06.254140 12:29:06 25414 7 72.3 67125041664 108.3 26582 116 1411 53
4930 ev 12:29:06.254290 12:29:06 25429 9 69.7 74491654918 108.7 25412 115 1360 53
4931 ev 12:29:06.254730 12:29:06 25473 15 71.2 74332427977 108.7 25321 147 1473 58
4932 ev 12:29:06.254860 12:29:06 25486 10 67.9 68254382341 108.3 27257 174 1376 50
4933 ev 12:29:06.255180 12:29:06 25518 4 70.2 70870479676 108.5 27503 183 1520 55
4934 ev 12:29:06.255360 12:29:06 25536 6 66.7 60650725559 107.8 28741 370 1278 44
4935 ev 12:29:06.255370 12:29:06 25537 3 66.5 62930925059 108.0 28703 696 1289 44
4936 ev 12:29:06.255830 12:29:06 25583 1 66.7 72625545554 108.6 27862 567 1359 48
4937 ev 12:29:06.256220 12:29:06 25622 2 69.5 65212220357 108.1 26270 328 1426 54
4938 ev 12:29:06.256460 12:29:06 25646 13 74.1 95613731978 109.8 27755 267 1441 51
4939 ev 12:29:06.513330 12:29:06 51333 15 39.8 105291999 80.2 1247 876 7 5
4940 ev 12:29:06.516020 12:29:06 51602 9 40.1 206170209 83.1 3222 300 20 6
4941 ev 12:29:06.518330 12:29:06 51833 14 39.8 65779660 78.2 537 2 4 7
4942 ev 12:29:06.526010 12:29:06 52601 7 38.3 38592187 75.9 165 2 4 24
4943 ev 12:29:06.526350 12:29:06 52635 2 36.9 40171876 76.0 274 3 4 14
4944 ev 12:29:06.529800 12:29:06 52980 14 39.0 164195273 82.2 2622 457 11 4
4945 ev 12:29:06.530660 12:29:06 53066 12 40.3 32998287 75.2 33 3 2 60
4946 ev 12:29:06.533040 12:29:06 53304 15 38.7 49680796 77.0 252 57 6 23
4947 ev 12:29:06.534550 12:29:06 53455 10 40.3 57529831 77.6 631 629 4 6
4948 ev 12:29:06.537270 12:29:06 53727 4 38.0 63591434 78.0 756 3 6 7
4949 ev 12:29:06.538480 12:29:06 53848 12 38.0 55643768 77.5 433 1 3 6
4950 ev 12:29:06.541240 12:29:06 54124 13 36.6 30022416 74.8 77 1 3 38
4951 ev 12:29:06.541650 12:29:06 54165 1 40.3 121895341 80.9 1253 380 13 10
4952 ev 12:29:06.542720 12:29:06 54272 15 36.6 23146310 73.6 25 24 2 80
4953 ev 12:29:06.543630 12:29:06 54363 2 36.9 40152412 76.0 655 438 3 4
4954 ev 12:29:06.544530 12:29:06 54453 7 36.9 15203791 71.8 3 1 1 333
4955 ev 12:29:06.545120 12:29:06 54512 11 38.0 73323724 78.7 1148 1 5 4
4956 ev 12:29:06.546410 12:29:06 54641 8 36.9 38261390 75.8 397 398 2 5
4957 ev 12:29:06.548710 12:29:06 54871 6 38.3 56856164 77.5 369 369 5 13
4958 ev 12:29:06.548790 12:29:06 54879 15 36.9 48247931 76.8 594 238 5 8
4959 ev 12:29:06.549380 12:29:06 54938 13 36.6 22802318 73.6 44 1 2 45
4960 ev 12:29:06.549840 12:29:06 54984 3 36.6 32254062 75.1 151 150 3 19
4961 ev 12:29:06.550310 12:29:06 55031 7 38.3 23024659 73.6 34 30 2 58
4962 ev 12:29:06.550780 12:29:06 55078 4 36.9 20477468 73.1 34 2 2 58
4963 ev 12:29:06.555960 12:29:06 55596 8 36.2 25278389 74.0 1 1 1 1000
4964 ev 12:29:06.556580 12:29:06 55658 12 38.3 25221588 74.0 49 49 2 40
4965 ev 12:29:06.557290 12:29:06 55729 3 38.3 52975113 77.2 826 3 4 4
4966 ev 12:29:06.557980 12:29:06 55798 13 37.3 15209406 71.8 4 3 2 500
4967 ev 12:29:06.561740 12:29:06 56174 4 36.2 16530352 72.2 1 1 1 1000
4968 ev 12:29:06.561840 12:29:06 56184 6 38.0 39876264 76.0 390 389 2 5
4969 ev 12:29:06.562050 12:29:06 56205 15 36.9 15555270 71.9 1 1 1 1000
4970 ev 12:29:06.562390 12:29:06 56239 1 36.6 15397685 71.9 3 1 1 333
4971 ev 12:29:06.562990 12:29:06 56299 14 37.3 19992735 73.0 2 2 1 500
4972 ev 12:29:06.565720 12:29:06 56572 9 36.6 13178016 71.2 1 1 1 1000
4973 ev 12:29:06.568510 12:29:06 56851 1 36.6 26943328 74.3 2 1 1 500
4974 ev 12:29:06.571120 12:29:06 57112 10 37.3 17423179 72.4 4 3 1 250
4975 ev 12:29:06.571620 12:29:06 57162 11 36.6 26238967 74.2 323 1 2 6
4976 ev 12:29:06.572110 12:29:06 57211 3 37.3 63436469 78.0 1107 50 5 4
4977 ev 12:29:06.574720 12:29:06 57472 1 36.2 20477000 73.1 1 1 1 1000
4978 ev 12:29:06.575750 12:29:06 57575 6 36.6 33126582 75.2 348 348 2 5
4979 ev 12:29:06.580300 12:29:06 58030 1 36.2 19835617 73.0 1 1 1 1000
4980 ev 12:29:06.596910 12:29:06 59691 14 36.9 12448109 71.0 3 2 1 333
4981 ev 12:29:06.614120 12:29:06 61412 6 36.2 12985620 71.1 1 1 1 1000
4982 ev 12:29:06.679430 12:29:06 67943 12 36.6 4746365 66.8 1 1 1 1000
4983 le 12:30:56.511587 12:30:56 511587 9 73.2 32207706788 105.1 18499 15 854 46
4984 ht 12:30:56.511710 12:30:56 511710 14 55.1 7954430136 99.0 17781 164 756 42
4985 ht 12:30:56.511732 12:30:56 511732 10 69.6 20154896806 103.0 19782 93 795 40
4986 ht 12:30:56.511756 12:30:56 511756 12 71.0 19922834430 103.0 18680 79 861 46
4987 ev 12:30:56.511828 12:30:56 511828 15 58.0 9882362405 99.9 18259 747 879 48
4988 ev 12:30:56.511840 12:30:56 511840 11 67.2 16043135504 102.1 18364 230 820 44
4989 ev 12:30:56.511841 12:30:56 511841 8 58.2 11875435758 100.7 18396 972 962 52
4990 ev 12:30:56.511908 12:30:56 511908 6 54.3 8925157743 99.5 19742 1299 745 37
4991 ev 12:30:56.511957 12:30:56 511957 7 56.9 8033158734 99.0 19241 294 847 44
4992 ev 12:30:56.512054 12:30:56 512054 4 58.0 10068704576 100.0 15461 885 880 56
4993 ev 12:30:56.512129 12:30:56 512129 2 57.6 7042379251 98.5 16292 1239 790 48
4994 ev 12:30:56.512161 12:30:56 512161 3 54.0 8029302481 99.0 17779 2985 698 39
4995 ev 12:30:56.512180 12:30:56 512180 13 53.1 7243387983 98.6 18010 149 784 43
4996 ev 12:30:56.512190 12:30:56 512190 1 53.7 8631987397 99.4 20058 600 794 39
4997 ev 12:30:56.528131 12:30:56 528131 4 39.0 165081269 82.2 2469 1090 21 8
4998 ev 12:30:56.529139 12:30:56 529139 2 37.7 41060118 76.1 542 542 3 5
4999 ev 12:30:56.530230 12:30:56 530230 2 38.0 40109834 76.0 370 124 3 8
5000 ev 12:30:56.530522 12:30:56 530522 14 38.3 88084518 79.4 1102 671 7 6
5001 ev 12:30:56.530532 12:30:56 530532 3 38.0 38089580 75.8 233 82 4 17
5002 ev 12:30:56.530632 12:30:56 530632 9 37.7 66343654 78.2 1058 1057 4 3
5003 ev 12:30:56.530764 12:30:56 530764 11 36.9 21779324 73.4 1 1 1 1000
5004 ev 12:30:56.530807 12:30:56 530807 13 36.6 20905400 73.2 2 1 1 500
5005 ev 12:30:56.530812 12:30:56 530812 8 39.3 72755332 78.6 852 34 6 7
5006 ev 12:30:56.531287 12:30:56 531287 15 38.3 28805903 74.6 181 178 2 11
5007 ev 12:30:56.531514 12:30:56 531514 12 37.7 17730488 72.5 2 2 1 500
5008 ev 12:30:56.531575 12:30:56 531575 4 36.6 18298506 72.6 1 1 1 1000
5009 ev 12:30:56.531602 12:30:56 531602 11 38.7 47034787 76.7 315 28 3 9
5010 ev 12:30:56.531842 12:30:56 531842 3 39.0 77539316 78.9 1179 498 7 5
5011 ev 12:30:56.531962 12:30:56 531962 7 36.6 14160210 71.5 1 1 1 1000
5012 ev 12:30:56.532218 12:30:56 532218 14 37.3 38607628 75.9 409 2 3 7
5013 ev 12:30:56.532251 12:30:56 532251 8 39.0 62628330 78.0 899 474 5 5
5014 ev 12:30:56.532298 12:30:56 532298 12 36.2 21750502 73.4 235 1 2 8
5015 ev 12:30:56.532917 12:30:56 532917 13 36.9 21510194 73.3 1 1 1 1000
5016 ev 12:30:56.533021 12:30:56 533021 4 37.7 32318443 75.1 289 2 3 10
5017 ev 12:30:56.533244 12:30:56 533244 11 37.3 26811851 74.3 5 2 3 600
5018 ev 12:30:56.533376 12:30:56 533376 2 36.2 11032930 70.4 1 1 1 1000
5019 ev 12:30:56.533405 12:30:56 533405 6 37.3 29407047 74.7 207 181 3 14
5020 ev 12:30:56.533953 12:30:56 533953 1 36.6 24929905 74.0 315 315 3 9
5021 ev 12:30:56.534042 12:30:56 534042 10 36.2 13590227 71.3 1 1 1 1000
5022 ev 12:30:56.534102 12:30:56 534102 11 37.3 16113836 72.1 1 1 1 1000
5023 ev 12:30:56.534283 12:30:56 534283 6 36.2 13696438 71.4 1 1 1 1000
5024 ev 12:30:56.534681 12:30:56 534681 11 37.3 35045678 75.4 445 1 2 4
5025 ev 12:30:56.534699 12:30:56 534699 3 37.3 24424865 73.9 101 99 3 29
5026 le 12:30:56.660724 12:30:56 660724 9 79.0 160941868329 112.1 5631 60 76 13
5027 ht 12:30:56.660989 12:30:56 660989 10 47.1 358268290 85.5 3402 66 42 12
5028 ht 12:30:56.661005 12:30:56 661005 14 39.8 35458544 75.5 295 176 4 13
5029 ht 12:30:56.661035 12:30:56 661035 12 43.3 162570293 82.1 1074 160 19 17
5030 ev 12:30:56.661237 12:30:56 661237 11 48.4 468614245 86.7 2477 164 38 15
5031 ev 12:30:56.661301 12:30:56 661301 7 44.8 249106283 84.0 2010 217 29 14
